"region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
17031,5212372,44,24,6,24,30183,847,35.5
17033,19707,92,3,0,2,25214,390,42
17035,11015,98,0,1,1,22952,370,40.2
17037,104820,79,6,2,10,23696,707,29.6
17039,16511,96,1,0,2,26704,425,42.2
17041,19902,92,0,1,6,23732,498,38.3
17043,922803,70,4,10,14,38570,986,38.4
17045,18339,98,0,1,1,23368,393,43.4
17047,6695,97,0,0,1,20898,331,43.4
17049,34274,97,0,0,2,27051,430,39.6
17051,22088,93,2,1,2,21523,384,39.8
17053,13991,96,0,0,2,25448,423,42.6
17055,39470,97,0,0,1,20394,391,41.7
17057,36829,93,3,0,3,22318,456,42.3
17059,5516,97,0,0,0,23862,249,45.1
17061,13778,97,1,0,1,22307,403,41.9
17063,50064,89,1,0,8,28725,772,36.7
17065,8413,98,1,0,1,21960,335,43.3
17067,18949,97,0,0,1,23714,407,45.1
17069,4273,94,1,1,0,22366,212,47.1
17071,7186,96,0,0,1,25902,385,48
17073,50260,91,2,0,5,27117,446,41.8
17075,29446,92,1,0,6,25098,466,43.4
17077,60055,75,14,3,4,20527,504,29.4
17079,9680,98,0,0,1,24174,333,43.3
17081,38769,87,8,1,2,22620,419,40.6
17083,22850,97,0,1,1,25467,469,41.4
17085,22602,95,0,0,3,29675,480,47.4
17087,12665,87,9,0,2,18763,407,42.2
17089,518380,59,5,3,31,30082,854,35.1
17091,112991,73,15,1,9,23779,647,36.9
17093,116366,74,6,3,16,31276,1050,33.4
17095,52545,85,8,1,5,22093,432,41.8
17097,702099,65,7,6,20,38018,897,37
17099,113295,88,2,1,8,25709,519,41.3
17101,16702,73,20,0,5,14147,357,39.8
17103,35535,88,5,1,5,25409,487,41.5
17105,38687,89,6,0,4,24952,475,40.9
17107,30177,81,12,1,3,21445,440,39.5
17109,32549,88,5,2,3,20042,534,29.5
17111,308060,83,1,3,12,32341,913,38.4
17113,171240,81,7,4,5,30460,627,32.2
17115,110262,78,16,1,2,26232,500,40.2
17117,47462,97,1,0,1,24658,432,41.9
17119,268373,86,8,1,3,27407,583,38.8
17121,39070,92,3,1,2,21887,419,41.5
17123,12454,95,1,0,3,25975,427,45.5
17125,14508,97,1,0,1,23199,407,44.6
17127,15282,90,6,0,0,22047,392,42.8
17129,12687,97,1,0,1,28330,424,43.2
17131,16325,97,0,0,2,26620,404,44
17133,33181,97,0,0,1,31758,664,40.7
17135,29878,88,8,1,2,19917,440,41.9
17137,35424,90,6,0,2,24337,450,41
17139,14869,98,0,0,1,23786,438,41.3
17141,53092,88,1,1,9,26635,521,41
17143,187117,72,18,3,4,28438,555,36.7
17145,22182,87,9,0,3,19716,374,40.2
17147,16620,97,0,0,1,31190,534,42.9
17149,16337,96,1,0,1,21344,337,42.3
17151,4383,92,4,0,3,20448,316,48.2
17153,6035,63,33,0,2,19867,293,43.5
17155,5927,94,0,0,5,27074,487,45
17157,33218,86,10,0,3,21976,449,41.4
17159,16213,96,0,1,1,23621,392,43.1
17161,147477,75,9,2,12,26455,534,40
17163,268939,63,30,1,3,26234,574,37.3
17165,24950,92,4,1,1,21596,376,41.8
17167,198269,82,12,2,2,29974,563,39.5
17169,7490,96,1,0,2,23656,413,44.1
17171,5288,99,0,0,0,24471,317,43.2
17173,22266,98,0,0,1,23069,416,43.9
17175,5942,97,0,0,1,26843,377,44.8
17177,47315,85,9,1,3,23350,448,43.7
17179,135747,95,1,1,2,28037,529,40.1
17181,17722,92,2,0,5,21719,352,43.2
17183,81147,80,13,1,4,21225,433,39.8
17185,11848,96,0,1,1,24096,400,42.5
17187,17762,87,2,1,9,21832,411,39.7
17189,14626,97,1,0,1,26325,399,42.5
17191,16674,97,0,1,1,22526,325,42.5
17193,14630,97,1,0,1,25375,329,44.5
17195,58150,86,1,0,11,24525,477,42.1
17197,679688,67,11,5,16,30377,831,35.8
17199,66606,91,4,1,2,23605,458,40.8
17201,293384,72,12,2,11,24495,588,38.8
17203,38903,96,1,1,2,30926,518,40.3
18001,34424,94,1,0,4,20160,444,34.3
18003,358324,76,12,3,7,25279,542,35.5
18005,77930,86,2,4,6,27359,626,37.9
18007,8823,93,1,0,5,23049,501,40.2
18009,12665,97,0,0,1,20322,413,41.9
18011,58009,93,1,2,2,37482,636,38.7
18013,15128,96,0,0,1,25833,613,48
18015,20109,95,1,0,4,24531,461,41.3
18017,38802,83,2,1,13,21700,456,39
18019,111221,85,7,1,5,24312,586,38.3
18021,26865,97,0,0,1,21474,480,40.8
18023,33086,85,1,0,14,21554,513,37.9
18025,10656,97,0,0,1,20504,337,42.1
18027,31928,94,1,1,4,21416,414,35.5
18029,49975,97,1,0,1,27058,579,40.9
18031,25939,96,0,1,2,22046,530,39.1
18033,42253,96,0,1,3,22827,502,38
18035,117575,88,5,1,2,20854,528,34.8
18037,42103,92,0,0,6,25589,465,40.5
18039,198662,77,6,1,14,21109,601,35.1
18041,24112,96,1,0,1,18757,471,41.5
18043,75120,89,5,1,3,27185,574,39.2
18045,17108,96,0,0,2,23063,443,42.2
18047,23042,98,0,0,1,24085,471,40.2
18049,20698,93,1,0,4,21226,444,40.7
18051,33514,95,2,0,1,24258,428,40.2
18053,69671,86,7,1,4,20516,456,39.9
18055,33001,97,0,0,1,22235,404,41.7
18057,282977,86,3,5,4,39521,822,35.8
18059,70466,94,2,1,2,28111,658,39.4
18061,39213,96,1,1,2,23244,508,41
18063,148623,88,5,2,3,29830,743,37
18065,49275,95,2,0,2,20309,463,42.1
18067,82795,87,7,1,3,24071,500,41
18069,37044,96,0,1,2,22601,502,39.8
18071,42769,91,0,1,6,22568,518,38.7
18073,33398,92,1,0,5,24297,540,38.2
18075,21333,96,0,0,3,19236,368,39.1
18077,32449,94,2,1,2,21524,488,41
18079,28324,96,1,0,2,20109,474,38.4
18081,141796,92,2,2,3,28575,681,37.1
18083,38266,94,3,0,2,21047,440,39.2
18085,77527,90,1,1,8,24881,529,38.1
18087,37463,95,0,0,4,19356,501,30.6
18089,494250,55,25,1,17,23918,646,37.6
18091,111310,81,11,1,6,22852,556,39.4
18093,46053,96,0,1,1,22169,440,41.2
18095,131027,86,7,0,3,21527,518,39.4
18097,912242,59,27,2,9,24124,627,34
18099,47057,89,1,1,9,21933,508,38.4
18101,10269,98,0,1,0,22817,375,42.6
18103,36624,90,5,0,2,20475,440,40.1
18105,139634,86,3,6,3,23032,679,27.9
18107,38215,93,1,0,5,22679,499,39.8
18109,69217,97,0,1,1,25781,590,40.4
18111,14151,93,0,0,5,25594,509,42.7
18113,47509,88,0,1,10,21889,494,37.4
18115,6075,97,1,0,2,25443,533,44.4
18117,19829,96,2,0,1,18576,390,40.2
18119,21467,97,0,1,1,21318,486,43
18121,17210,95,3,0,1,20534,421,41.5
18123,19450,95,3,0,1,20934,422,40.8
18125,12780,99,0,0,0,22245,359,42.9
18127,165168,85,3,1,9,28669,722,38.8
18129,25713,97,1,0,1,29187,468,42
18131,13253,95,0,0,3,21641,437,41.8
18133,37799,92,4,1,2,21520,492,37.7
18135,25975,95,0,0,3,21592,419,41.2
18137,28636,97,0,1,2,22059,480,40
18139,17257,97,1,0,1,23396,444,40.7
18141,266694,75,13,2,8,23509,591,36.4
18143,24035,97,1,0,2,20481,535,39.4
18145,44511,93,1,1,4,24459,553,40
18147,20960,96,1,0,3,23641,381,42.5
18149,23267,95,0,0,3,19773,472,41.2
18151,34190,91,1,0,3,23975,528,40.5
18153,21321,93,5,0,2,19821,411,39.9
18155,10534,97,0,0,1,20019,521,40.6
18157,175628,80,4,7,8,23691,650,28
18159,15834,96,0,0,2,25093,497,42.7
18161,7420,97,0,0,0,20883,418,41
18163,180233,85,9,1,2,24378,538,37.6
18165,16098,97,0,0,1,22875,378,41.7
18167,108084,87,6,2,2,21192,514,36
18169,32650,95,1,0,2,21201,440,41.9
18171,8464,97,0,0,1,27390,480,43.2
18173,60163,94,1,1,2,29927,572,40
18175,28064,97,0,0,1,21370,440,39.7
18177,68557,89,4,1,3,21114,472,40.6
18179,27707,96,0,1,2,24269,466,40.9
18181,24542,91,0,0,7,23666,486,42.3
18183,33274,96,1,0,2,24613,502,40.3
19001,7588,97,0,0,1,25564,358,45.6
19003,3973,97,0,0,1,23707,346,46.9
19005,14242,92,0,0,6,24926,373,44.4
19007,12808,96,0,0,2,21599,382,44.6
19009,6002,98,0,0,1,30919,341,47.1
19011,25971,97,0,0,1,26624,436,40.4
19013,131468,84,9,1,4,24273,550,34.6
19015,26310,96,1,1,2,27149,488,40.7
19017,24387,96,2,0,1,28727,467,38.5
19019,20954,97,1,0,1,27038,459,39.1
19021,20350,66,2,5,24,22899,442,36.5
19023,14909,98,0,0,1,25269,420,43.5
19025,9952,96,1,0,1,25766,356,47.4
19027,20732,96,1,0,2,25430,409,42.2
19029,13793,96,0,0,2,25448,401,44.8
19031,18452,96,0,0,2,26567,486,42.8
19033,43932,92,1,1,4,27291,462,43.9
19035,12013,95,0,0,3,26330,362,47.2
19037,12379,96,0,0,2,24139,381,43.2
19039,9311,88,1,0,11,23472,443,41
19041,16604,95,0,1,3,29060,442,42.6
19043,17990,97,0,0,2,25074,389,45
19045,48896,92,3,1,3,25966,446,41.8
19047,17205,73,1,0,26,22748,389,39.1
19049,69526,88,1,3,6,35844,699,34.4
19051,8755,98,0,0,1,22210,383,38
19053,8308,94,2,1,2,18845,348,38.3
19055,17665,98,0,0,1,26261,386,41.9
19057,40301,89,5,0,3,24408,455,41.8
19059,16818,97,0,0,1,31790,475,48.4
19061,94411,93,1,1,2,26254,540,38.8
19063,10141,89,1,0,8,27908,420,40.5
19065,20822,95,1,0,2,23391,373,42.6
19067,16177,94,2,0,2,24590,378,43.7
19069,10623,87,0,0,11,26102,409,43.4
19071,7291,96,0,0,3,26930,400,46
19073,9255,96,0,0,2,26205,389,45.1
19075,12416,98,0,0,1,31164,413,42.3
19077,10843,96,1,0,2,28030,375,45.1
19079,15486,91,0,2,5,24510,438,42
19081,11243,95,0,0,4,25814,437,44.8
19083,17453,94,1,1,4,25153,400,44
19085,14729,97,0,0,1,26184,437,43.1
19087,20188,89,2,2,4,22687,430,40.3
19089,9560,97,1,0,1,24286,383,42.2
19091,9776,95,0,0,4,26746,424,44.1
19093,7099,97,0,1,2,25869,295,44.5
19095,16323,96,0,0,2,28068,403,42.1
19097,19737,97,0,0,1,24493,418,44.1
19099,36710,96,1,0,2,24905,513,42.1
19101,16800,85,1,7,3,27593,445,44.3
19103,134034,83,5,6,5,29592,709,29.5
19105,20637,95,2,0,1,26762,423,43.1
19107,10428,97,1,0,1,22243,363,44
19109,15437,97,0,0,2,29127,383,46.8
19111,35736,91,3,1,3,22649,408,42.8
19113,213425,89,4,2,3,29943,559,36.9
19115,11348,81,1,1,16,24272,424,39.7
19117,8840,98,0,0,1,21126,348,44.3
19119,11659,97,0,0,2,23683,382,38
19121,15606,97,0,0,1,27685,510,40.1
19123,22428,95,1,1,2,23788,450,39.3
19125,33318,95,1,1,2,25477,533,38.6
19127,40800,77,2,2,18,24117,491,38.9
19129,14983,95,1,0,3,27101,553,41.8
19131,10739,98,0,0,1,24518,373,44.6
19133,9208,96,0,0,1,24557,400,46.8
19135,8010,96,0,1,2,24508,384,42.3
19137,10625,95,0,0,3,22868,416,45.2
19139,42798,80,1,1,16,25038,535,38.2
19141,14249,94,0,1,4,28086,387,44
19143,6335,92,0,0,6,24653,408,43.7
19145,15838,92,2,1,3,23496,384,43.8
19147,9352,96,0,0,2,25055,353,42.9
19149,24923,95,0,0,3,27942,462,42.4
19151,7243,96,1,0,3,25556,358,47.4
19153,438307,80,6,4,8,30442,681,34.8
19155,92962,89,1,1,7,25847,600,38.6
19157,18804,93,1,2,3,25318,468,40.9
19159,5107,99,0,0,1,23324,297,46
19161,10227,96,1,0,2,26350,382,46.5
19163,167080,82,8,2,6,28948,571,37.4
19165,12088,96,0,1,2,26387,414,46.2
19167,34050,89,0,1,9,24324,445,33.2
19169,90750,87,2,6,3,25986,642,26.5
19171,17661,84,0,0,7,25311,433,42.2
19173,6256,92,0,1,7,23793,332,44.4
19175,12547,96,1,0,2,23007,415,41.3
19177,7517,97,0,0,1,21368,303,44.1
19179,35469,87,1,1,9,22699,446,39.8
19181,46631,96,1,0,2,29088,609,38.8
19183,21834,92,1,1,5,26459,502,42
19185,6382,97,0,0,1,22127,280,45.3
19187,37626,90,4,1,4,24203,448,40
19189,10732,94,1,1,3,24547,393,43.8
19191,21038,96,1,1,2,25062,454,40.6
19193,102155,77,3,2,14,23269,517,35.3
19195,7562,96,1,0,2,26187,368,44
19197,13092,89,0,0,10,25827,406,44.6
20001,13318,92,2,1,3,20552,368,40.9
20003,8021,95,0,0,0,22139,445,42.3
20005,16839,89,4,0,3,21909,411,36.1
20007,4898,95,0,0,3,26229,357,46.1
20009,27602,83,1,0,14,25800,384,39.8
20011,15004,92,3,1,2,19340,383,37.9
20013,9969,84,1,1,3,21046,341,41.8
20015,65786,91,2,1,4,27329,504,37.5
20017,2763,93,1,0,4,21775,304,45.8
20019,3614,89,1,0,3,21245,341,48.7
20021,21361,89,0,0,2,19580,367,40.5
20023,2708,93,0,1,6,23677,300,49.6
20025,2188,85,1,1,10,25385,381,43.9
20027,8500,95,1,0,2,24503,555,44.3
20029,9419,94,0,1,3,20467,357,42
20031,8516,95,0,0,2,27627,388,44
20033,1905,94,0,1,4,21041,274,44.9
20035,36232,82,3,2,9,21519,425,38.4
20037,39182,89,2,1,5,20974,488,32.9
20039,2933,96,1,0,1,27154,334,52.2
20041,19734,92,0,0,4,23895,423,41.5
20043,7905,91,3,1,2,22713,370,38.3
20045,112210,81,4,4,5,26342,686,28.6
20047,2998,79,1,1,19,24714,319,44.2
20049,2782,93,0,1,3,20322,249,49.5
20051,28746,91,1,1,5,24291,490,31.5
20053,6454,87,4,0,5,22789,358,44
20055,36920,46,2,4,47,21629,491,30.6
20057,34217,43,2,1,52,19994,474,30.3
20059,25870,92,1,0,4,22979,515,39
20061,35583,60,16,3,13,21408,785,26.8
20063,2835,97,1,0,1,26233,354,45.8
20065,2604,90,3,0,3,28146,309,49.7
20067,7869,53,0,0,45,26370,387,33.6
20069,6012,84,0,0,15,25537,394,35.1
20071,1202,82,1,0,15,32650,292,49.9
20073,6582,93,0,0,3,22280,308,47
20075,2645,70,0,0,29,24510,382,37.8
20077,5951,92,0,0,5,22820,370,43.5
20079,34722,84,1,1,11,23775,477,38.5
20081,4219,70,0,1,28,25114,506,34.7
20083,1946,89,0,0,10,30440,324,48
20085,13430,85,1,0,4,24117,467,41.3
20087,18971,95,0,0,2,26280,479,43.1
20089,3061,96,0,0,2,23134,291,51.8
20091,552947,82,4,4,7,38827,773,36.5
20093,3956,67,0,0,29,22292,406,35.7
20095,7860,95,0,0,3,24026,432,45
20097,2527,92,1,0,5,23232,348,41.8
20099,21369,85,4,0,4,22394,350,40.7
20101,1616,91,0,0,7,31694,377,46.2
20103,77002,80,8,2,6,27017,669,37.2
20105,3199,96,0,1,2,23686,296,46.4
20107,9580,95,1,0,2,26224,406,44.5
20109,2775,93,0,4,1,25328,380,44.4
20111,33624,73,1,2,20,19789,442,32.2
20113,29297,93,1,1,4,27462,477,41.8
20115,12491,94,1,0,3,22269,376,44.5
20117,10057,96,0,1,2,25262,328,45
20119,4486,83,1,1,14,21990,402,39.2
20121,32682,93,1,0,3,28412,566,40.2
20123,6368,97,0,0,2,26911,315,43.8
20125,34869,81,6,1,6,21332,409,39.7
20127,5869,93,0,0,4,24680,397,47.4
20129,3182,75,1,2,20,22378,333,41.1
20131,10149,96,1,0,1,24550,333,42.1
20133,16477,91,1,0,4,21163,383,40.2
20135,3095,90,0,0,8,30223,352,51.6
20137,5640,90,3,0,3,22942,355,44.6
20139,16260,95,0,0,2,24789,435,42.7
20141,3846,97,0,1,1,26313,297,47.9
20143,6078,95,0,0,2,26614,403,42.4
20145,6971,86,5,0,7,23230,315,43.1
20147,5573,94,0,0,2,23772,315,45.5
20149,22009,91,1,1,5,24892,538,34.7
20151,9730,90,1,0,6,26209,438,39.6
20153,2545,94,0,0,4,26897,349,50.8
20155,64319,86,3,1,8,23382,470,39.5
20157,4919,97,0,0,1,25531,299,50.7
20159,10055,85,1,0,10,23068,369,37.5
20161,73243,79,6,5,7,22948,732,24.5
20163,5189,96,0,1,1,23768,351,44.5
20165,3233,96,1,0,1,24175,312,48.7
20167,6945,95,1,0,2,24683,370,47.1
20169,55633,82,3,2,10,24935,502,37.8
20171,4930,83,0,0,15,26274,524,43.1
20173,500768,70,9,4,13,25603,532,34.4
20175,23146,35,3,3,57,19015,504,29.2
20177,178378,75,8,1,11,26057,537,38.5
20179,2553,91,0,0,4,26841,315,46.6
20181,6063,85,2,0,11,21476,396,38.7
20183,3790,96,0,0,1,26811,277,50.4
20185,4391,85,0,0,13,23240,319,45.3
20187,2210,55,1,0,41,21712,383,34.6
20189,5713,65,0,0,33,24950,453,34.5
20191,23884,91,0,0,5,22972,391,40.2
20193,7902,92,1,0,5,26903,388,35.6
20195,2981,96,0,0,2,23095,462,46.5
20197,7050,94,1,0,3,24199,451,41.5
20199,1568,92,0,0,8,25429,275,42.7
20201,5763,95,1,0,3,22621,278,46.2
20203,2231,71,0,0,28,23799,394,39.3
20205,9269,94,0,1,3,19929,346,44
20207,3278,95,0,0,2,21774,298,48.5
20209,158348,43,25,3,27,18957,545,33.1
21001,18696,94,2,0,2,17371,338,39.9
21003,20123,96,1,0,2,19086,361,39.6
21005,21575,95,3,0,1,24161,551,38.5
21007,8282,94,4,0,1,24781,340,41.7
21009,42504,91,4,1,3,19745,404,39.8
21011,11732,96,2,0,1,16367,381,40.4
21013,28409,95,2,0,1,15091,345,40.9
21015,121214,89,3,2,4,29235,733,36
21017,19999,85,7,0,7,22893,461,40.4
21019,49314,94,2,0,1,24530,436,41.5
21021,28701,87,6,1,3,22249,450,41.1
21023,8472,99,0,0,1,20918,383,40.4
21025,13776,98,1,0,1,14706,331,40.3
21027,20059,95,2,0,1,18101,352,41.9
21029,75250,96,1,0,1,24308,598,38.5
21031,12746,95,0,0,3,18136,366,40.3
21033,12946,92,5,0,2,20327,331,42.6
21035,37383,90,4,2,2,21490,413,33.8
21037,90606,93,3,1,2,26945,582,37
21039,5064,96,1,0,2,21500,354,42.3
21041,10902,89,2,1,7,19429,503,36.3
21043,27493,97,1,0,1,19204,374,39.3
21045,16006,96,1,0,3,15603,313,41.7
21047,74169,68,20,1,7,19773,530,28.7
21049,35608,91,5,0,3,24524,538,40.7
21051,21633,93,5,0,1,13542,322,37.7
21053,10210,96,1,0,2,16795,334,40.8
21055,9283,97,1,0,1,21375,306,42.4
21057,6842,95,3,0,0,17697,258,43.7
21059,97230,90,5,1,3,22963,478,39.2
21061,12148,97,2,0,1,19481,337,42.2
21063,7784,96,3,0,1,14040,288,41.4
21065,14601,98,0,0,0,16435,360,42.1
21067,300843,73,14,4,7,29251,629,33.9
21069,14435,96,1,0,1,19304,360,40.6
21071,39448,98,1,0,1,17716,414,39.9
21073,49390,83,10,1,3,26243,530,40.2
21075,6650,72,23,1,1,18602,312,42.8
21077,8525,92,1,1,5,19020,499,38.3
21079,16896,94,3,0,2,21341,429,41.3
21081,24685,95,1,0,2,19829,540,36
21083,37329,88,4,0,6,20746,366,40.4
21085,25833,96,1,0,1,19115,380,39.5
21087,11252,95,2,0,1,17984,333,43.8
21089,36822,97,1,0,1,22035,437,42.3
21091,8608,96,1,0,1,22686,381,41.5
21093,106211,77,11,2,5,24147,570,35.4
21095,29012,95,3,0,1,16257,314,40.8
21097,18693,94,2,0,2,21424,395,41.2
21099,18345,92,5,0,1,17273,365,40.5
21101,46303,88,7,0,2,22746,473,39.4
21103,15425,92,3,0,3,21923,479,40.6
21105,4834,88,8,1,2,19292,313,45.9
21107,46810,89,6,1,2,22132,392,40.2
21109,13418,98,0,0,1,15880,330,39.4
21111,746580,70,20,2,4,27925,592,38
21113,49112,91,3,1,3,25637,558,36
21115,23377,98,0,1,1,19445,333,40.3
21117,160828,90,5,1,3,27704,599,36.4
21119,16217,98,1,0,1,18448,325,40.9
21121,31865,96,1,0,2,14367,365,38.9
21123,14149,92,3,0,3,19611,417,40.3
21125,59178,96,1,1,1,19923,418,38
21127,15877,98,0,1,0,17960,363,39.6
21129,7554,96,2,0,1,13969,267,41.9
21131,11220,98,0,0,0,16424,294,42.1
21133,24202,98,0,0,1,17886,340,41.3
21135,13859,98,0,0,1,16132,262,39.9
21137,24602,95,3,0,2,17420,404,39.8
21139,9467,97,1,0,1,19795,377,45.2
21141,26822,89,7,0,2,19143,400,40.7
21143,8394,92,6,1,1,22123,350,47.8
21145,65610,84,10,1,2,25957,466,42.3
21147,18163,90,6,0,2,11818,321,38.6
21149,9524,97,0,0,1,19984,315,41.9
21151,83976,90,4,1,2,21800,521,33.7
21153,13179,98,0,0,1,15118,322,39.6
21155,19943,87,10,1,2,18865,389,38.5
21157,31296,97,0,0,1,22381,434,44.3
21159,12835,92,5,0,2,15525,332,37.7
21161,17452,90,8,0,0,23347,418,40.8
21163,29028,90,4,1,3,20898,596,35.7
21165,6334,96,1,0,2,15942,313,41.6
21167,21313,92,4,0,2,24138,424,42.5
21169,10043,94,2,0,1,17171,326,42.7
21171,10874,94,2,0,3,16656,267,42.3
21173,26762,93,3,0,3,20436,464,38.7
21175,13657,95,3,0,1,16233,315,39.2
21177,31427,93,4,0,1,20008,392,41.1
21179,43905,91,5,0,2,23545,489,37.5
21181,7085,98,0,0,2,20450,318,40.2
21183,23955,94,1,0,3,19005,366,40.1
21185,60940,89,4,1,4,33591,673,39.4
21187,10807,96,1,0,2,23991,405,41.1
21189,4738,97,1,1,0,13611,188,42.7
21191,14714,97,0,0,1,23122,435,40.1
21193,28488,96,1,1,1,18224,364,41.5
